transaction_id,region,store_id,latitude,longitude,date,transaction_time,shift,day_of_week,season,sales,product_category,product_sku,quantity,promotion,weather,store_size,staff_count,customer_type,payment_method
T-3874,Oeste,S-38,20.991338,-103.382519,7/4/2024,17:00:00,tarde,thursday,verano,46.98,Cafes,Latte,5,No,soleado,mediana,11,Nuevo,Digital
T-3875,Norte,S-9,25.645967,-100.493547,6/19/2024,10:39:00,maÃ±ana,wednesday,verano,14.87,Cafes,Americano,1,No,soleado,mediana,10,Nuevo,Tarjeta
T-3876,Norte,S-9,25.645967,-100.493547,2/11/2024,15:12:00,tarde,sunday,invierno,42.77,Cafes,Americano,4,No,frio,mediana,10,Nuevo,Tarjeta
T-3877,Oeste,S-46,20.893363,-103.411872,12/12/2024,19:50:00,noche,thursday,invierno,34.8,Cafes,Latte,4,No,lluvioso,pequeña,5,Recurrente,Digital
T-3878,Este,S-28,19.540583,-99.105888,2/26/2024,10:07:00,maÃ±ana,monday,invierno,35.8,Cafes,Latte,3,No,lluvioso,grande,12,Recurrente,Tarjeta
T-3879,Este,S-28,19.540583,-99.105888,2/17/2024,19:18:00,noche,saturday,invierno,7.83,Cafes,Espresso,1,No,frio,grande,12,Recurrente,Tarjeta
T-3880,Oeste,S-41,20.727369,-103.031342,6/15/2024,17:47:00,tarde,saturday,verano,22.59,Cafes,Americano,3,No,soleado,pequeña,5,Recurrente,Digital
T-3881,Oeste,S-41,20.727369,-103.031342,9/7/2024,10:42:00,maÃ±ana,saturday,otoÃ±o,30.3,Cafes,Latte,3,No,soleado,pequeña,5,Recurrente,Digital
T-3882,Sur,S-23,17.775733,-93.266699,2/3/2024,7:19:00,maÃ±ana,saturday,invierno,36.72,Tes,Te Negro,4,No,lluvioso,pequeña,5,Nuevo,Efectivo
T-3883,Sur,S-23,17.775733,-93.266699,9/8/2024,14:30:00,tarde,sunday,otoÃ±o,12.44,Cafes,Espresso,1,No,lluvioso,pequeña,5,Nuevo,Efectivo
T-3884,Este,S-28,19.540583,-99.105888,3/10/2024,17:39:00,tarde,sunday,primavera,19.71,Tes,Te Chai,3,No,lluvioso,grande,12,Recurrente,Tarjeta
T-3885,Este,S-28,19.540583,-99.105888,11/19/2024,7:57:00,maÃ±ana,tuesday,otoÃ±o,39.48,Cafes,Espresso,4,No,soleado,grande,12,Recurrente,Tarjeta
T-3886,Oeste,S-44,20.332428,-103.711907,4/13/2024,12:47:00,tarde,saturday,primavera,7.18,Tes,Te Negro,1,No,soleado,mediana,11,Recurrente,Digital
T-3887,Oeste,S-44,20.332428,-103.711907,5/5/2024,10:11:00,maÃ±ana,sunday,primavera,83.79,Reposteria,Muffin,4,No,lluvioso,mediana,11,Recurrente,Digital
T-3888,Oeste,S-43,21.05773,-103.341979,7/22/2024,9:44:00,maÃ±ana,monday,verano,38.72,Cafes,Americano,3,No,soleado,mediana,10,Recurrente,Efectivo
T-3889,Oeste,S-43,21.05773,-103.341979,8/27/2024,16:19:00,tarde,tuesday,verano,55.18,Cafes,Americano,4,No,soleado,mediana,10,Recurrente,Efectivo
T-3890,Norte,S-7,25.735596,-100.143284,8/22/2024,20:26:00,noche,thursday,verano,10.89,Cafes,Americano,1,No,soleado,mediana,8,Nuevo,Tarjeta
T-3891,Norte,S-7,25.735596,-100.143284,10/19/2024,18:01:00,noche,saturday,otoÃ±o,79.44,Snacks Salados,Pretzels,5,No,soleado,mediana,8,Nuevo,Tarjeta
T-3892,Norte,S-7,25.735596,-100.143284,11/6/2024,14:09:00,tarde,wednesday,otoÃ±o,33.24,Cafes,Latte,4,No,soleado,mediana,8,Nuevo,Tarjeta
T-3893,Sur,S-17,18.367993,-93.044672,5/19/2024,12:46:00,tarde,sunday,primavera,13.34,Snacks Salados,Pretzels,1,No,lluvioso,mediana,11,Nuevo,Efectivo
T-3894,Sur,S-17,18.367993,-93.044672,5/24/2024,15:27:00,tarde,friday,primavera,59.47,Cafes,Americano,5,No,soleado,mediana,11,Nuevo,Efectivo
T-3895,Oeste,S-46,20.893363,-103.411872,1/28/2024,8:13:00,maÃ±ana,sunday,invierno,12.51,Tes,Te Chai,1,No,lluvioso,pequeña,5,Recurrente,Digital
T-3896,Oeste,S-46,20.893363,-103.411872,7/11/2024,11:54:00,maÃ±ana,thursday,verano,17.05,Cafes,Espresso,3,No,soleado,pequeña,5,Recurrente,Digital
T-3897,Norte,S-13,25.897395,-100.634332,12/16/2024,20:15:00,noche,monday,invierno,8.32,Cafes,Latte,1,No,frio,mediana,8,Nuevo,Digital
T-3898,Norte,S-12,25.508897,-100.543849,12/12/2024,13:25:00,tarde,thursday,invierno,28.71,Cafes,Latte,4,No,lluvioso,mediana,10,Nuevo,Tarjeta
T-3899,Norte,S-12,25.508897,-100.543849,3/17/2024,8:56:00,maÃ±ana,sunday,primavera,68.56,Cafes,Americano,5,No,lluvioso,mediana,10,Nuevo,Tarjeta
T-3900,Este,S-31,19.58313,-99.357508,3/13/2024,19:06:00,noche,wednesday,primavera,28.03,Reposteria,Croissant,2,No,soleado,mediana,8,Recurrente,Digital
T-3901,Este,S-31,19.58313,-99.357508,6/23/2024,21:49:00,noche,sunday,verano,36.87,Cafes,Latte,4,No,soleado,mediana,8,Recurrente,Digital
T-3902,Oeste,S-44,20.332428,-103.711907,10/27/2024,6:39:00,maÃ±ana,sunday,otoÃ±o,26.89,Tes,Te Negro,3,No,lluvioso,mediana,11,Recurrente,Efectivo
T-3903,Sur,S-23,17.775733,-93.266699,8/5/2024,11:34:00,maÃ±ana,monday,verano,112.69,Snacks Salados,Pretzels,5,No,soleado,pequeña,5,Nuevo,Tarjeta
T-3904,Sur,S-23,17.775733,-93.266699,7/9/2024,15:29:00,tarde,tuesday,verano,10.75,Cafes,Espresso,1,No,soleado,pequeña,5,Nuevo,Tarjeta
T-3905,Sur,S-23,17.775733,-93.266699,2/14/2024,17:47:00,tarde,wednesday,invierno,13.43,Cafes,Espresso,2,Si,lluvioso,pequeña,5,Nuevo,Tarjeta
T-3906,Sur,S-18,18.031133,-92.683976,4/3/2024,14:12:00,tarde,wednesday,primavera,19.94,Tes,Te Verde,2,No,soleado,mediana,8,Recurrente,Tarjeta
T-3907,Sur,S-18,18.031133,-92.683976,8/4/2024,20:53:00,noche,sunday,verano,63.14,Tes,Te Negro,5,No,soleado,mediana,8,Recurrente,Tarjeta
T-3908,Sur,S-18,18.031133,-92.683976,6/4/2024,16:31:00,tarde,tuesday,verano,10.15,Tes,Te Negro,2,No,soleado,mediana,8,Recurrente,Tarjeta
T-3909,Este,S-33,19.07735,-98.875758,11/27/2024,15:23:00,tarde,wednesday,otoÃ±o,87.17,Snacks Salados,Palomitas,4,No,lluvioso,grande,15,Nuevo,Tarjeta
T-3910,Este,S-33,19.07735,-98.875758,12/27/2024,15:56:00,tarde,friday,invierno,29.07,Cafes,Americano,2,No,lluvioso,grande,15,Nuevo,Tarjeta
T-3911,Norte,S-8,25.84766,-100.380484,3/17/2024,9:23:00,maÃ±ana,sunday,primavera,16.12,Cafes,Latte,2,No,soleado,mediana,9,Nuevo,Efectivo
T-3912,Norte,S-8,25.84766,-100.380484,1/2/2024,14:23:00,tarde,tuesday,invierno,72.86,Cafes,Espresso,5,No,lluvioso,mediana,9,Nuevo,Efectivo
T-3913,Este,S-32,19.292026,-98.918549,1/2/2024,10:09:00,maÃ±ana,tuesday,invierno,15.1,Tes,Te Verde,2,Si,frio,grande,15,Recurrente,Tarjeta
T-3914,Oeste,S-42,20.57922,-103.574143,11/2/2024,15:39:00,tarde,saturday,otoÃ±o,22.26,Tes,Te Negro,2,No,lluvioso,pequeña,5,Nuevo,Digital
T-3915,Oeste,S-42,20.57922,-103.574143,4/10/2024,16:28:00,tarde,wednesday,primavera,44.93,Tes,Te Verde,5,No,lluvioso,pequeña,5,Nuevo,Digital
T-3916,Oeste,S-42,20.57922,-103.574143,3/3/2024,19:35:00,noche,sunday,primavera,84.57,Reposteria,Muffin,4,No,lluvioso,pequeña,5,Nuevo,Digital
T-3917,Oeste,S-41,20.727369,-103.031342,9/2/2024,15:14:00,tarde,monday,otoÃ±o,43.85,Cafes,Americano,5,No,lluvioso,pequeña,5,Nuevo,Digital
T-3918,Oeste,S-41,20.727369,-103.031342,1/16/2024,13:59:00,tarde,tuesday,invierno,35.78,Cafes,Americano,4,Si,lluvioso,pequeña,5,Nuevo,Digital
T-3919,Norte,S-12,25.508897,-100.543849,1/29/2024,15:29:00,tarde,monday,invierno,80.24,Snacks Salados,Palomitas,4,No,lluvioso,mediana,10,Nuevo,Digital
T-3920,Norte,S-12,25.508897,-100.543849,2/8/2024,12:38:00,tarde,thursday,invierno,37.21,Cafes,Americano,4,No,frio,mediana,10,Nuevo,Digital
T-3921,Norte,S-14,25.590542,-100.428916,5/23/2024,9:10:00,maÃ±ana,thursday,primavera,7.42,Cafes,Latte,1,No,lluvioso,mediana,11,Recurrente,Digital
T-3922,Norte,S-14,25.590542,-100.428916,8/29/2024,15:22:00,tarde,thursday,verano,18.33,Cafes,Americano,3,No,soleado,mediana,11,Recurrente,Digital
T-3923,Norte,S-10,25.98204,-100.109054,1/11/2024,14:30:00,tarde,thursday,invierno,16.96,Cafes,Espresso,2,No,frio,grande,13,Recurrente,Digital
T-3924,Norte,S-10,25.98204,-100.109054,12/24/2024,12:00:00,tarde,tuesday,invierno,30.24,Cafes,Americano,3,No,lluvioso,grande,13,Recurrente,Digital
T-3925,Oeste,S-38,20.991338,-103.382519,8/10/2024,19:50:00,noche,saturday,verano,42.89,Tes,Te Chai,3,No,soleado,mediana,11,Recurrente,Digital
T-3926,Oeste,S-38,20.991338,-103.382519,1/15/2024,9:47:00,maÃ±ana,monday,invierno,29.03,Cafes,Americano,4,No,frio,mediana,11,Recurrente,Digital
T-3927,Sur,S-19,18.084316,-92.658134,2/21/2024,15:31:00,tarde,wednesday,invierno,18.59,Tes,Te Verde,2,No,lluvioso,pequeña,7,Recurrente,Digital
T-3928,Sur,S-16,18.173285,-92.918518,1/6/2024,6:08:00,maÃ±ana,saturday,invierno,17.14,Reposteria,Donut,1,No,lluvioso,mediana,11,Nuevo,Efectivo
T-3929,Sur,S-16,18.173285,-92.918518,12/20/2024,16:15:00,tarde,friday,invierno,69.19,Reposteria,Muffin,3,No,frio,mediana,11,Nuevo,Efectivo
T-3930,Sur,S-16,18.173285,-92.918518,12/12/2024,9:33:00,maÃ±ana,thursday,invierno,20.26,Cafes,Latte,4,No,frio,mediana,11,Nuevo,Efectivo
T-3931,Sur,S-23,17.775733,-93.266699,10/18/2024,10:57:00,maÃ±ana,friday,otoÃ±o,72.47,Reposteria,Croissant,3,No,soleado,pequeña,5,Recurrente,Tarjeta
T-3932,Norte,S-9,25.645967,-100.493547,10/1/2024,20:17:00,noche,tuesday,otoÃ±o,29.27,Cafes,Americano,5,No,soleado,mediana,10,Recurrente,Efectivo
T-3933,Norte,S-9,25.645967,-100.493547,11/3/2024,6:15:00,maÃ±ana,sunday,otoÃ±o,16.25,Cafes,Americano,3,No,soleado,mediana,10,Recurrente,Efectivo
T-3934,Norte,S-9,25.645967,-100.493547,12/3/2024,15:38:00,tarde,tuesday,invierno,52.52,Reposteria,Muffin,4,No,lluvioso,mediana,10,Recurrente,Efectivo
T-3935,Este,S-34,19.676637,-99.212268,1/22/2024,16:41:00,tarde,monday,invierno,10.78,Cafes,Latte,1,No,frio,grande,14,Recurrente,Tarjeta
T-3936,Sur,S-18,18.031133,-92.683976,10/6/2024,16:37:00,tarde,sunday,otoÃ±o,34.25,Cafes,Americano,3,Si,lluvioso,mediana,8,Nuevo,Tarjeta
T-3937,Sur,S-18,18.031133,-92.683976,3/14/2024,8:03:00,maÃ±ana,thursday,primavera,62.2,Tes,Te Verde,5,No,lluvioso,mediana,8,Nuevo,Tarjeta
T-3938,Sur,S-18,18.031133,-92.683976,7/28/2024,11:46:00,maÃ±ana,sunday,verano,41.3,Tes,Te Negro,5,No,soleado,mediana,8,Nuevo,Tarjeta
T-3939,Norte,S-1,25.375665,-100.12286,10/5/2024,21:22:00,noche,saturday,otoÃ±o,22.83,Cafes,Americano,2,No,lluvioso,grande,14,Nuevo,Digital
T-3940,Norte,S-1,25.375665,-100.12286,5/9/2024,14:33:00,tarde,thursday,primavera,21.1,Cafes,Espresso,4,No,lluvioso,grande,14,Nuevo,Digital
T-3941,Oeste,S-38,20.991338,-103.382519,5/19/2024,12:23:00,tarde,sunday,primavera,21.58,Reposteria,Muffin,2,No,soleado,mediana,11,Recurrente,Digital
T-3942,Oeste,S-38,20.991338,-103.382519,7/11/2024,12:54:00,tarde,thursday,verano,19.26,Reposteria,Croissant,1,No,soleado,mediana,11,Recurrente,Digital
T-3943,Este,S-28,19.540583,-99.105888,10/2/2024,19:52:00,noche,wednesday,otoÃ±o,55.09,Tes,Te Verde,5,No,lluvioso,grande,12,Recurrente,Tarjeta
T-3944,Norte,S-10,25.98204,-100.109054,12/26/2024,7:05:00,maÃ±ana,thursday,invierno,60.36,Snacks Salados,Chips,5,No,lluvioso,grande,13,Nuevo,Digital
T-3945,Norte,S-10,25.98204,-100.109054,2/6/2024,20:11:00,noche,tuesday,invierno,33.34,Reposteria,Muffin,3,Si,lluvioso,grande,13,Nuevo,Digital
T-3946,Oeste,S-44,20.332428,-103.711907,9/5/2024,17:59:00,tarde,thursday,otoÃ±o,24.74,Reposteria,Muffin,1,No,soleado,mediana,11,Nuevo,Efectivo
T-3947,Oeste,S-44,20.332428,-103.711907,7/8/2024,19:31:00,noche,monday,verano,14.34,Tes,Te Verde,2,No,soleado,mediana,11,Nuevo,Efectivo
T-3948,Oeste,S-44,20.332428,-103.711907,8/14/2024,7:51:00,maÃ±ana,wednesday,verano,56.29,Cafes,Espresso,4,No,soleado,mediana,11,Nuevo,Efectivo
T-3949,Oeste,S-43,21.05773,-103.341979,1/17/2024,8:58:00,maÃ±ana,wednesday,invierno,29.83,Reposteria,Donut,2,No,lluvioso,mediana,10,Nuevo,Tarjeta
T-3950,Sur,S-18,18.031133,-92.683976,8/20/2024,16:40:00,tarde,tuesday,verano,56.43,Cafes,Espresso,4,No,soleado,mediana,8,Recurrente,Efectivo
T-3951,Sur,S-18,18.031133,-92.683976,2/24/2024,16:33:00,tarde,saturday,invierno,7.71,Tes,Te Negro,1,No,frio,mediana,8,Recurrente,Efectivo
T-3952,Sur,S-18,18.031133,-92.683976,12/2/2024,14:07:00,tarde,monday,invierno,36.6,Cafes,Latte,4,No,lluvioso,mediana,8,Recurrente,Efectivo
T-3953,Este,S-35,19.085551,-98.802691,5/28/2024,20:42:00,noche,tuesday,primavera,57.25,Cafes,Americano,4,No,lluvioso,mediana,11,Recurrente,Digital
T-3954,Este,S-35,19.085551,-98.802691,7/3/2024,14:39:00,tarde,wednesday,verano,28.46,Tes,Te Verde,2,No,soleado,mediana,11,Recurrente,Digital
T-3955,Este,S-35,19.085551,-98.802691,2/22/2024,19:11:00,noche,thursday,invierno,55.7,Tes,Te Chai,5,No,lluvioso,mediana,11,Recurrente,Digital
T-3956,Norte,S-7,25.735596,-100.143284,3/23/2024,13:25:00,tarde,saturday,primavera,21.28,Reposteria,Donut,1,No,soleado,mediana,8,Recurrente,Tarjeta
T-3957,Norte,S-7,25.735596,-100.143284,7/3/2024,7:04:00,maÃ±ana,wednesday,verano,66.69,Reposteria,Muffin,3,No,soleado,mediana,8,Recurrente,Tarjeta
T-3958,Este,S-33,19.07735,-98.875758,4/6/2024,9:53:00,maÃ±ana,saturday,primavera,22.41,Tes,Te Negro,2,No,soleado,grande,15,Recurrente,Tarjeta
T-3959,Este,S-33,19.07735,-98.875758,2/8/2024,15:35:00,tarde,thursday,invierno,99.97,Reposteria,Croissant,5,No,frio,grande,15,Recurrente,Tarjeta
T-3960,Norte,S-14,25.590542,-100.428916,12/22/2024,15:19:00,tarde,sunday,invierno,54.61,Tes,Te Chai,4,No,frio,mediana,11,Recurrente,Digital
T-3961,Norte,S-14,25.590542,-100.428916,3/18/2024,15:06:00,tarde,monday,primavera,42.87,Cafes,Espresso,4,No,lluvioso,mediana,11,Recurrente,Digital
T-3962,Sur,S-16,18.173285,-92.918518,5/14/2024,6:05:00,maÃ±ana,tuesday,primavera,32.55,Tes,Te Chai,3,No,soleado,mediana,11,Recurrente,Digital
T-3963,Norte,S-9,25.645967,-100.493547,5/1/2024,8:00:00,maÃ±ana,wednesday,primavera,112.4,Snacks Salados,Chips,5,Si,soleado,mediana,10,Recurrente,Digital
T-3964,Norte,S-9,25.645967,-100.493547,3/1/2024,8:13:00,maÃ±ana,friday,primavera,39.57,Cafes,Espresso,3,Si,soleado,mediana,10,Recurrente,Digital
T-3965,Este,S-28,19.540583,-99.105888,7/13/2024,14:04:00,tarde,saturday,verano,18.51,Cafes,Espresso,2,No,soleado,grande,12,Nuevo,Digital
T-3966,Este,S-28,19.540583,-99.105888,11/12/2024,8:04:00,maÃ±ana,tuesday,otoÃ±o,36.68,Tes,Te Verde,6,Si,lluvioso,grande,12,Nuevo,Digital
T-3967,Este,S-28,19.540583,-99.105888,2/22/2024,14:57:00,tarde,thursday,invierno,43.3,Cafes,Americano,4,Si,lluvioso,grande,12,Nuevo,Digital
T-3968,Este,S-35,19.085551,-98.802691,7/15/2024,15:11:00,tarde,monday,verano,10.17,Tes,Te Chai,1,No,soleado,mediana,11,Nuevo,Tarjeta
T-3969,Este,S-35,19.085551,-98.802691,9/22/2024,21:52:00,noche,sunday,otoÃ±o,23.04,Tes,Te Chai,2,No,lluvioso,mediana,11,Nuevo,Tarjeta
T-3970,Este,S-35,19.085551,-98.802691,1/17/2024,12:50:00,tarde,wednesday,invierno,30.14,Reposteria,Croissant,3,No,lluvioso,mediana,11,Nuevo,Tarjeta
T-3971,Oeste,S-43,21.05773,-103.341979,7/2/2024,12:43:00,tarde,tuesday,verano,50.66,Tes,Te Verde,5,No,soleado,mediana,10,Recurrente,Efectivo
T-3972,Norte,S-12,25.508897,-100.543849,5/2/2024,13:51:00,tarde,thursday,primavera,37.07,Cafes,Latte,4,No,lluvioso,mediana,10,Recurrente,Tarjeta
T-3973,Norte,S-12,25.508897,-100.543849,4/16/2024,11:24:00,maÃ±ana,tuesday,primavera,25.7,Cafes,Latte,3,No,soleado,mediana,10,Recurrente,Tarjeta
T-3974,Oeste,S-43,21.05773,-103.341979,10/28/2024,8:55:00,maÃ±ana,monday,otoÃ±o,86.13,Reposteria,Donut,4,No,soleado,mediana,10,Recurrente,Tarjeta
T-3975,Oeste,S-40,20.708795,-103.539407,5/31/2024,6:40:00,maÃ±ana,friday,primavera,19.33,Reposteria,Donut,1,No,lluvioso,pequeña,7,Recurrente,Digital
T-3976,Oeste,S-40,20.708795,-103.539407,5/10/2024,20:05:00,noche,friday,primavera,8.87,Tes,Te Verde,1,No,lluvioso,pequeña,7,Recurrente,Digital
T-3977,Oeste,S-40,20.708795,-103.539407,11/10/2024,19:27:00,noche,sunday,otoÃ±o,14.78,Cafes,Americano,1,No,lluvioso,pequeña,7,Recurrente,Digital
T-3978,Este,S-28,19.540583,-99.105888,7/30/2024,11:36:00,maÃ±ana,tuesday,verano,26.11,Reposteria,Muffin,2,No,soleado,grande,12,Nuevo,Efectivo
T-3979,Este,S-28,19.540583,-99.105888,4/6/2024,16:20:00,tarde,saturday,primavera,41.3,Cafes,Americano,5,No,lluvioso,grande,12,Nuevo,Efectivo
T-3980,Norte,S-12,25.508897,-100.543849,11/14/2024,14:25:00,tarde,thursday,otoÃ±o,65.51,Cafes,Latte,5,No,lluvioso,mediana,10,Recurrente,Digital
T-3981,Norte,S-13,25.897395,-100.634332,7/27/2024,15:03:00,tarde,saturday,verano,12.55,Cafes,Americano,2,Si,soleado,mediana,8,Recurrente,Tarjeta
T-3982,Este,S-32,19.292026,-98.918549,11/24/2024,14:11:00,tarde,sunday,otoÃ±o,64.64,Cafes,Americano,5,No,soleado,grande,15,Nuevo,Tarjeta
T-3983,Este,S-32,19.292026,-98.918549,8/20/2024,10:33:00,maÃ±ana,tuesday,verano,89.03,Reposteria,Muffin,5,No,soleado,grande,15,Nuevo,Tarjeta
T-3984,Este,S-32,19.292026,-98.918549,3/6/2024,8:55:00,maÃ±ana,wednesday,primavera,23.78,Cafes,Americano,2,No,lluvioso,grande,15,Nuevo,Tarjeta
T-3985,Norte,S-5,25.312026,-100.641144,12/14/2024,21:26:00,noche,saturday,invierno,98.02,Snacks Salados,Pretzels,5,No,frio,grande,14,Nuevo,Tarjeta
T-3986,Norte,S-5,25.312026,-100.641144,2/22/2024,21:49:00,noche,thursday,invierno,11.64,Cafes,Latte,1,No,lluvioso,grande,14,Nuevo,Tarjeta
T-3987,Norte,S-11,25.414327,-100.378008,3/12/2024,8:23:00,maÃ±ana,tuesday,primavera,31.82,Cafes,Espresso,5,No,soleado,mediana,11,Nuevo,Efectivo
T-3988,Norte,S-11,25.414327,-100.378008,5/12/2024,7:59:00,maÃ±ana,sunday,primavera,29.98,Cafes,Latte,2,No,soleado,mediana,11,Nuevo,Efectivo
T-3989,Sur,S-21,17.62616,-93.165181,2/24/2024,6:17:00,maÃ±ana,saturday,invierno,54.47,Cafes,Americano,4,No,lluvioso,pequeña,5,Recurrente,Efectivo
T-3990,Sur,S-21,17.62616,-93.165181,1/17/2024,12:43:00,tarde,wednesday,invierno,9.23,Tes,Te Negro,1,No,frio,pequeña,5,Recurrente,Efectivo
T-3991,Oeste,S-46,20.893363,-103.411872,4/7/2024,8:26:00,maÃ±ana,sunday,primavera,42.51,Cafes,Americano,4,No,soleado,pequeña,5,Recurrente,Digital
T-3992,Este,S-29,19.228449,-99.163392,5/6/2024,11:35:00,maÃ±ana,monday,primavera,44.01,Cafes,Espresso,3,No,soleado,grande,13,Recurrente,Efectivo
T-3993,Este,S-29,19.228449,-99.163392,3/23/2024,12:56:00,tarde,saturday,primavera,99.25,Reposteria,Croissant,4,No,soleado,grande,13,Recurrente,Efectivo
T-3994,Este,S-29,19.228449,-99.163392,11/9/2024,16:27:00,tarde,saturday,otoÃ±o,10.61,Tes,Te Chai,1,No,soleado,grande,13,Recurrente,Efectivo
T-3995,Oeste,S-43,21.05773,-103.341979,10/18/2024,18:56:00,noche,friday,otoÃ±o,24.71,Tes,Te Negro,4,No,lluvioso,mediana,10,Nuevo,Digital
T-3996,Norte,S-3,25.368596,-100.123566,2/16/2024,6:31:00,maÃ±ana,friday,invierno,28.43,Tes,Te Chai,2,No,lluvioso,mediana,8,Recurrente,Efectivo
T-3997,Norte,S-11,25.414327,-100.378008,3/7/2024,16:38:00,tarde,thursday,primavera,69.38,Cafes,Espresso,5,No,lluvioso,mediana,11,Nuevo,Tarjeta
T-3998,Norte,S-11,25.414327,-100.378008,5/17/2024,6:24:00,maÃ±ana,friday,primavera,90.9,Snacks Salados,Chips,4,No,soleado,mediana,11,Nuevo,Tarjeta
T-3999,Norte,S-11,25.414327,-100.378008,11/11/2024,9:13:00,maÃ±ana,monday,otoÃ±o,33.52,Reposteria,Donut,3,No,lluvioso,mediana,11,Nuevo,Tarjeta
T-4000,Norte,S-5,25.312026,-100.641144,4/14/2024,17:49:00,tarde,sunday,primavera,71.03,Cafes,Americano,5,Si,soleado,grande,14,Nuevo,Digital
T-4001,Norte,S-5,25.312026,-100.641144,11/8/2024,13:21:00,tarde,friday,otoÃ±o,32.02,Cafes,Latte,3,Si,lluvioso,grande,14,Nuevo,Digital
T-4002,Norte,S-5,25.312026,-100.641144,2/21/2024,11:55:00,maÃ±ana,wednesday,invierno,13.95,Cafes,Latte,1,No,lluvioso,grande,14,Nuevo,Digital
T-4003,Norte,S-4,25.722893,-100.243706,6/11/2024,8:47:00,maÃ±ana,tuesday,verano,31.75,Cafes,Latte,3,No,soleado,mediana,9,Nuevo,Digital
T-4004,Oeste,S-44,20.332428,-103.711907,11/18/2024,7:38:00,maÃ±ana,monday,otoÃ±o,50.96,Reposteria,Croissant,4,Si,lluvioso,mediana,11,Recurrente,Tarjeta
T-4005,Oeste,S-44,20.332428,-103.711907,3/10/2024,8:44:00,maÃ±ana,sunday,primavera,14.24,Tes,Te Negro,2,No,soleado,mediana,11,Recurrente,Tarjeta
T-4006,Sur,S-17,18.367993,-93.044672,8/20/2024,11:17:00,maÃ±ana,tuesday,verano,23.99,Cafes,Americano,2,No,soleado,mediana,11,Nuevo,Efectivo
T-4007,Sur,S-17,18.367993,-93.044672,6/21/2024,13:28:00,tarde,friday,verano,51.44,Reposteria,Croissant,5,No,soleado,mediana,11,Nuevo,Efectivo
T-4008,Sur,S-17,18.367993,-93.044672,10/8/2024,7:19:00,maÃ±ana,tuesday,otoÃ±o,20.74,Tes,Te Chai,2,No,lluvioso,mediana,11,Nuevo,Efectivo
T-4009,Oeste,S-39,20.471604,-103.552298,11/6/2024,13:22:00,tarde,wednesday,otoÃ±o,33.37,Reposteria,Donut,3,No,soleado,pequeña,6,Nuevo,Tarjeta
T-4010,Norte,S-8,25.84766,-100.380484,3/10/2024,14:57:00,tarde,sunday,primavera,44.46,Cafes,Americano,5,Si,soleado,mediana,9,Nuevo,Tarjeta
T-4011,Este,S-31,19.58313,-99.357508,4/2/2024,13:29:00,tarde,tuesday,primavera,7.4,Tes,Te Verde,1,No,soleado,mediana,8,Recurrente,Tarjeta
T-4012,Sur,S-22,17.82101,-93.283666,5/19/2024,14:58:00,tarde,sunday,primavera,8.57,Cafes,Latte,1,No,soleado,mediana,11,Recurrente,Tarjeta
T-4013,Este,S-35,19.085551,-98.802691,3/21/2024,11:27:00,maÃ±ana,thursday,primavera,41.42,Cafes,Espresso,3,Si,soleado,mediana,11,Recurrente,Digital
T-4014,Este,S-35,19.085551,-98.802691,11/30/2024,18:15:00,noche,saturday,otoÃ±o,39.59,Cafes,Espresso,3,No,soleado,mediana,11,Recurrente,Digital
T-4015,Norte,S-14,25.590542,-100.428916,8/2/2024,19:21:00,noche,friday,verano,30.45,Cafes,Espresso,3,No,soleado,mediana,11,Recurrente,Tarjeta
T-4016,Oeste,S-44,20.332428,-103.711907,9/18/2024,17:11:00,tarde,wednesday,otoÃ±o,37.88,Reposteria,Donut,2,No,lluvioso,mediana,11,Recurrente,Efectivo
T-4017,Oeste,S-44,20.332428,-103.711907,8/21/2024,7:41:00,maÃ±ana,wednesday,verano,9.96,Cafes,Latte,1,No,soleado,mediana,11,Recurrente,Efectivo
T-4018,Sur,S-19,18.084316,-92.658134,4/10/2024,18:20:00,noche,wednesday,primavera,30.09,Cafes,Espresso,3,No,lluvioso,pequeña,7,Nuevo,Efectivo
T-4019,Sur,S-19,18.084316,-92.658134,1/8/2024,7:09:00,maÃ±ana,monday,invierno,22.58,Tes,Te Verde,3,No,lluvioso,pequeña,7,Nuevo,Efectivo
T-4020,Sur,S-25,17.881366,-93.051355,4/12/2024,21:59:00,noche,friday,primavera,13.74,Cafes,Latte,1,No,lluvioso,mediana,8,Recurrente,Digital
T-4021,Sur,S-25,17.881366,-93.051355,5/25/2024,9:26:00,maÃ±ana,saturday,primavera,35.59,Tes,Te Chai,4,No,lluvioso,mediana,8,Recurrente,Digital
T-4022,Sur,S-25,17.881366,-93.051355,9/20/2024,13:00:00,tarde,friday,otoÃ±o,22.3,Tes,Te Verde,2,No,soleado,mediana,8,Recurrente,Digital
T-4023,Norte,S-11,25.414327,-100.378008,12/7/2024,18:38:00,noche,saturday,invierno,40.71,Cafes,Americano,3,No,lluvioso,mediana,11,Recurrente,Digital
T-4024,Norte,S-11,25.414327,-100.378008,8/23/2024,6:26:00,maÃ±ana,friday,verano,121.14,Reposteria,Muffin,5,No,soleado,mediana,11,Recurrente,Digital
T-4025,Este,S-33,19.07735,-98.875758,9/13/2024,14:45:00,tarde,friday,otoÃ±o,8.8,Cafes,Latte,1,No,lluvioso,grande,15,Nuevo,Efectivo
